0 0.1 9.33333 11.1761 0.1 0.1
0 0.1 11 16.5745 0.1 0.5
0 0.1 19.8889 34.1116 0.1 0.9
0 0.1 47.7778 50.0498 0.5 0.1
0 0.1 51 52.3728 0.5 0.5
0 0.1 50.4444 52.8136 0.5 0.9
0 0.1 82.2222 87.4632 0.9 0.1
0 0.1 84.2222 86.6534 0.9 0.5
0 0.1 89 90.6405 0.9 0.9
0 0.2 8.55556 10.1143 0.1 0.1
0 0.2 23.5556 30.6382 0.1 0.5
0 0.2 23.3333 38.247 0.1 0.9
0 0.2 35.7778 41.152 0.5 0.1
0 0.2 50.5556 52.0647 0.5 0.5
0 0.2 59.8889 63.9594 0.5 0.9
0 0.2 75.6667 83.5079 0.9 0.1
0 0.2 82.1111 85.2065 0.9 0.5
0 0.2 88.1111 89.7954 0.9 0.9
0 0.3 10.5556 11.7932 0.1 0.1
0 0.3 19.8889 28.0735 0.1 0.5
0 0.3 35.2222 53.4302 0.1 0.9
0 0.3 35.6667 40.8389 0.5 0.1
0 0.3 49.4444 50.9188 0.5 0.5
0 0.3 63.6667 67.4068 0.5 0.9
0 0.3 67.2222 77.5462 0.9 0.1
0 0.3 78.1111 82.0078 0.9 0.5
0 0.3 89.4444 91.0833 0.9 0.9
0 0.4 8.66667 9.74778 0.1 0.1
0 0.4 20.6667 27.7095 0.1 0.5
0 0.4 51.4444 65.8542 0.1 0.9
0 0.4 36.4444 41.532 0.5 0.1
0 0.4 49.2222 50.8284 0.5 0.5
0 0.4 77.4444 80.8172 0.5 0.9
0 0.4 64.7778 76.4364 0.9 0.1
0 0.4 78.2222 82.0008 0.9 0.5
0 0.4 90.4444 92.1892 0.9 0.9
0 0.5 10.7778 12.64 0.1 0.1
0 0.5 30.4444 37.0254 0.1 0.5
0 0.5 38.5556 56.1641 0.1 0.9
0 0.5 37.1111 42.3993 0.5 0.1
0 0.5 50.2222 51.8249 0.5 0.5
0 0.5 65.6667 70.1531 0.5 0.9
0 0.5 47.6667 63.599 0.9 0.1
0 0.5 65 69.3566 0.9 0.5
0 0.5 88.8889 90.5919 0.9 0.9
0 0.6 10.1111 12.1454 0.1 0.1
0 0.6 33.2222 40.2245 0.1 0.5
0 0.6 61 74.3632 0.1 0.9
0 0.6 28.4444 36.0714 0.5 0.1
0 0.6 51.1111 52.6464 0.5 0.5
0 0.6 73.3333 77.3706 0.5 0.9
0 0.6 32.7778 48.8998 0.9 0.1
0 0.6 69.4444 74.5639 0.9 0.5
0 0.6 91.5556 93.2553 0.9 0.9
